"idStr","Title","Year","Abstract","Journal","Authors","DateTimeCreated","PdfRelativePath","Url","AuthorAddress","ReferenceType","Author","DOI","AltJournal","SystematicSearchName","Keywords","ScreeningDecisions","Screener","NIncluded","NExcluded","NTotalScreenings","AbsoluteAgreementRatio","Decision"
"27176dd1-4c04-4e1c-bd88-cae955deef94","Two-pore channels provide insight into the evolution of voltage-gated Ca2+ and Na+ channels.",0,"Four-domain voltage-gated Ca(2+) and Na(+) channels (CaV, NaV) underpin nervous system function and likely emerged upon intragenic duplication of a primordial two-domain precursor. To investigate if two-pore channels (TPCs) may represent an intermediate in this evolutionary transition, we performed molecular docking simulations with a homology model of TPC1, which suggested that the pore region could bind antagonists of CaV or NaV. CaV or NaV antagonists blocked NAADP (nicotinic acid adenine dinucleotide phosphate)-evoked Ca(2+) signals in sea urchin egg preparations and in intact cells that overexpressed TPC1. By sequence analysis and inspection of the model, we predicted a noncanonical selectivity filter in animal TPCs in which the carbonyl groups of conserved asparagine residues are positioned to coordinate cations. In contrast, a distinct clade of TPCs [TPCR (for TPC-related)] in several unicellular species had ion selectivity filters with acidic residues more akin to CaV. TPCRs were predicted to interact strongly with CaV antagonists. Our data suggest that acquisition of a [']blueprint['] pharmacological profile and changes in ion selectivity within four-domain voltage-gated ion channels may have predated intragenic duplication of an ancient two-domain ancestor. Copyright © 2014, American Association for the Advancement of Science.            ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NSS140","0, 1, 0","Em, Malcolm, Gill",1,2,3,0.333333333333333,"Excluded"
"27edce32-d72b-42e0-b3c6-bd55c1aa664a","An optimized two-finger archive for ZFN-mediated gene targeting.",0,"The widespread use of zinc-finger nucleases (ZFNs) for genome engineering is hampered by the fact that only a subset of sequences can be efficiently recognized using published finger archives. We describe a set of validated two-finger modules that complement existing finger archives and expand the range of ZFN-accessible sequences threefold. Using this archive, we introduced lesions at 9 of 11 target sites in the zebrafish genome.            ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NPG359","0, 1, 0","Em, Malcolm, Gill",1,2,3,0.333333333333333,"Excluded"
"29760a1e-86e5-43f7-b24c-f1f686ee7914","Epithelial stem cell culture: modeling human disease and applications for regenerative medicine",0,"The inability to maintain the immaturity of stem cell populations in vitro restricts the long-term expansion of various types of human epithelial stem cells. However, recent technical advances in epithelial stem cell culture have led to the development of novel in vitro strategies for regenerating epithelial tissues and for closely mimicking human diseases such as cancer and inflammation. Specifically, improvements in culture conditions provided by small molecules in combination with three-dimensional (3D) culture approaches have facilitated the establishment of in vitro systems that recapitulate biological properties in epithelial organs, and these systems may be used to model disease. In this review article, we describe the biological significance of technical improvements in the development of these methods, focusing on human epithelial cells, including stratified and columnar epithelial cells. We also discuss the potential and future perspectives of this technology, which is only beginning to be explored.      ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","467158a5-ad3e-4d2e-a4a7-b9ffd7d81bed","0, 0","Malcolm, Gill",0,2,2,1,"Excluded"
"328f713f-f95f-4ee9-8071-cd5818822384","High salt recruits aversive taste pathways.",0,"In the tongue, distinct classes of taste receptor cells detect the five basic tastes; sweet, sour, bitter, sodium salt and umami. Among these qualities, bitter and sour stimuli are innately aversive, whereas sweet and umami are appetitive and generally attractive to animals. By contrast, salty taste is unique in that increasing salt concentration fundamentally transforms an innately appetitive stimulus into a powerfully aversive one. This appetitive-aversive balance helps to maintain appropriate salt consumption, and represents an important part of fluid and electrolyte homeostasis. We have shown previously that the appetitive responses to NaCl are mediated by taste receptor cells expressing the epithelial sodium channel, ENaC, but the cellular substrate for salt aversion was unknown. Here we examine the cellular and molecular basis for the rejection of high concentrations of salts. We show that high salt recruits the two primary aversive taste pathways by activating the sour- and bitter-taste-sensing cells. We also demonstrate that genetic silencing of these pathways abolishes behavioural aversion to concentrated salt, without impairing salt attraction. Notably, mice devoid of salt-aversion pathways show unimpeded, continuous attraction even to very high concentrations of NaCl. We propose that the 'co-opting' of sour and bitter neural pathways evolved as a means to ensure that high levels of salt reliably trigger robust behavioural rejection, thus preventing its potentially detrimental effects on health.            ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NPG399","1, 1","Malcolm, Gill",2,0,2,1,"Included"
"3558f799-9ba2-4c0a-a2e3-a6534a56f4d0","Postmortem stability of Ebola virus.",0,"The ongoing Ebola virus outbreak in West Africa has highlighted questions regarding stability of the virus and detection of RNA from corpses. We used Ebola virus-infected macaques to model humans who died of Ebola virus disease. Viable virus was isolated <7 days posteuthanasia; viral RNA was detectable for 10 weeks.             ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NSS422","0, 1, 0","Em, Malcolm, Gill",1,2,3,0.333333333333333,"Excluded"
"36192b50-328d-4348-8c2f-d8fb5bbd7919","Concurrent activation of striatal direct and indirect pathways during action initiation.",0,"The basal ganglia are subcortical nuclei that control voluntary actions, and they are affected by a number of debilitating neurological disorders. The prevailing model of basal ganglia function proposes that two orthogonal projection circuits originating from distinct populations of spiny projection neurons (SPNs) in the striatum--the so-called direct and indirect pathways--have opposing effects on movement: activity of direct-pathway SPNs is thought to facilitate movement, whereas activity of indirect-pathway SPNs is presumed to inhibit movement. This model has been difficult to test owing to the lack of methods to selectively measure the activity of direct- and indirect-pathway SPNs in freely moving animals. Here we develop a novel in vivo method to specifically measure direct- and indirect-pathway SPN activity, using Cre-dependent viral expression of the genetically encoded calcium indicator (GECI) GCaMP3 in the dorsal striatum of D1-Cre (direct-pathway-specific) and A2A-Cre (indirect-pathway-specific) mice. Using fibre optics and time-correlated single-photon counting (TCSPC) in mice performing an operant task, we observed transient increases in neural activity in both direct- and indirect-pathway SPNs when animals initiated actions, but not when they were inactive. Concurrent activation of SPNs from both pathways in one hemisphere preceded the initiation of contraversive movements and predicted the occurrence of specific movements within 500 ms. These observations challenge the classical view of basal ganglia function and may have implications for understanding the origin of motor symptoms in basal ganglia disorders.            ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NPG295","1, 1","Malcolm, Gill",2,0,2,1,"Included"
"37f56069-ccac-401f-be05-9e8b863ca153","Platelets recognize brain-specific glycolipid structures, respond to neurovascular damage and promote neuroinflammation.",0,"Platelets respond to vascular damage and contribute to inflammation, but their role in the neurodegenerative diseases is unknown. We found that the systemic administration of brain lipid rafts induced a massive platelet activation and degranulation resulting in a life-threatening anaphylactic-like response in mice. Platelets were engaged by the sialated glycosphingolipids (gangliosides) integrated in the rigid structures of astroglial and neuronal lipid rafts. The brain-abundant gangliosides GT1b and GQ1b were specifically recognized by the platelets and this recognition involved multiple receptors with P-selectin (CD62P) playing the central role. During the neuroinflammation, platelets accumulated in the central nervous system parenchyma, acquired an activated phenotype and secreted proinflammatory factors, thereby triggering immune response cascades. This study determines a new role of platelets which directly recognize a neuronal damage and communicate with the cells of the immune system in the pathogenesis of neurodegenerative diseases.            ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NSS155","1, 1","Malcolm, Gill",2,0,2,1,"Included"
"38a09042-4b27-4b88-a48e-c267d33ead5e","A culture system to study oligodendrocyte myelination processes using engineered nanofibers.",0,"Current methods for studying central nervous system myelination necessitate permissive axonal substrates conducive to myelin wrapping by oligodendrocytes. We have developed a neuron-free culture system in which electron-spun nanofibers of varying sizes substitute for axons as a substrate for oligodendrocyte myelination, thereby allowing manipulation of the biophysical elements of axonal-oligodendroglial interactions. To investigate axonal regulation of myelination, this system effectively uncouples the role of molecular (inductive) cues from that of biophysical properties of the axon. We use this method to uncover the causation and sufficiency of fiber diameter in the initiation of concentric wrapping by rat oligodendrocytes. We also show that oligodendrocyte precursor cells display sensitivity to the biophysical properties of fiber diameter and initiate membrane ensheathment before differentiation. The use of nanofiber scaffolds will enable screening for potential therapeutic agents that promote oligodendrocyte differentiation and myelination and will also provide valuable insight into the processes involved in remyelination.            ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NPG107","1, 1","Malcolm, Jan Vollert",2,0,2,1,"Included"
"3b1697ae-e84b-4370-b12f-f0beb1bd3985","The Involvement of Thaumatin-Like Proteins in Plant Food Cross-Reactivity: A Multicenter Study Using a Specific Protein Microarray",0,"Cross-reactivity of plant foods is an important phenomenon in allergy, with geographical variations with respect to the number and prevalence of the allergens involved in this process, whose complexity requires detailed studies. We have addressed the role of thaumatin-like proteins (TLPs) in cross-reactivity between fruit and pollen allergies. A representative panel of 16 purified TLPs was printed onto an allergen microarray. The proteins selected belonged to the sources most frequently associated with peach allergy in representative regions of Spain. Sera from two groups of well characterized patients, one with allergy to Rosaceae fruit (FAG) and another against pollens but tolerant to food-plant allergens (PAG), were obtained from seven geographical areas with different environmental pollen profiles. Cross-reactivity between members of this family was demonstrated by inhibition assays. Only 6 out of 16 purified TLPs showed noticeable allergenic activity in the studied populations. Pru p 2.0201, the peach TLP (41%), chestnut TLP (24%) and plane pollen TLP (22%) proved to be allergens of probable relevance to fruit allergy, being mainly associated with pollen sensitization, and strongly linked to specific geographical areas such as Barcelona, Bilbao, the Canary Islands and Madrid. The patients exhibited >50% positive response to Pru p 2.0201 and to chestnut TLP in these specific areas. Therefore, their recognition patterns were associated with the geographical area, suggesting a role for pollen in the sensitization of these allergens. Finally, the co-sensitizations of patients considering pairs of TLP allergens were analyzed by using the co-sensitization graph associated with an allergen microarray immunoassay. Our data indicate that TLPs are significant allergens in plant food allergy and should be considered when diagnosing and treating pollen-food allergy.      ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","b10f65c1-c33f-4a4d-b0d2-f84f4ecce1a3","0, 0","Malcolm, Gill",0,2,2,1,"Excluded"
"3b614f92-3b25-40a5-80e0-d7b0bab7f55e","Mutations in the PCNA-binding domain of CDKN1C cause IMAGe syndrome.",0,"IMAGe syndrome (intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita and genital anomalies) is an undergrowth developmental disorder with life-threatening consequences. An identity-by-descent analysis in a family with IMAGe syndrome identified a 17.2-Mb locus on chromosome 11p15 that segregated in the affected family members. Targeted exon array capture of the disease locus, followed by high-throughput genomic sequencing and validation by dideoxy sequencing, identified missense mutations in the imprinted gene CDKN1C (also known as P57KIP2) in two familial and four unrelated patients. A familial analysis showed an imprinted mode of inheritance in which only maternal transmission of the mutation resulted in IMAGe syndrome. CDKN1C inhibits cell-cycle progression, and we found that targeted expression of IMAGe-associated CDKN1C mutations in Drosophila caused severe eye growth defects compared to wild-type CDKN1C, suggesting a gain-of-function mechanism. All IMAGe-associated mutations clustered in the PCNA-binding domain of CDKN1C and resulted in loss of PCNA binding, distinguishing them from the mutations of CDKN1C that cause Beckwith-Wiedemann syndrome, an overgrowth syndrome.            ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NPG124","0, 1, 0","Em, Malcolm, Gill",1,2,3,0.333333333333333,"Excluded"
"3ea09517-a84b-43b6-961b-058ed18b3a52","Temporal orchestration of repressive chromatin modifiers by circadian clock Period complexes.",0,"The mammalian circadian clock is built on a molecular feedback loop in which the Period (PER) proteins, acting in a large, poorly understood complex, repress Clock-Bmal1, the transcription factor driving their expression. We found that mouse PER complexes include the histone methyltransferase HP1γ-Suv39h. PER proteins recruited HP1γ-Suv39h to the Per1 and Per2 promoters, and HP1γ-Suv39h proved important for circadian di- and trimethylation of histone H3 Lys9 (H3K9) at the Per1 promoter, feedback repression and clock function. HP1γ-Suv39h was recruited to the Per1 and Per2 promoters ~4 h after recruitment of HDAC1, a PER-associated protein previously implicated in clock function and H3K9 deacetylation at the Per1 promoter. PER complexes containing HDAC1 or HP1γ-Suv39h appeared to be physically separable. Circadian clock negative feedback by the PER complex thus involves dynamic, ordered recruitment of repressive chromatin modifiers to DNA-bound Clock-Bmal1.             ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NPG271","1, 1","Malcolm, Gill",2,0,2,1,"Included"
"41ea516f-0b4a-40aa-ba2a-4bc813d55203","Quantitative determination of binding of ISWI to nucleosomes and DNA shows allosteric regulation of DNA binding by nucleotides.",0,"The regulation of chromatin structure is controlled by a family of molecular motors called chromatin remodelers. The ability of these enzymes to remodel chromatin structure is dependent on their ability to couple ATP binding and hydrolysis into the mechanical work that drives nucleosome repositioning. The necessary first step in determining how these essential enzymes perform this function is to characterize both how they bind nucleosomes and how this interaction is regulated by ATP binding and hydrolysis. With this goal in mind, we monitored the interaction of the chromatin remodeler ISWI with fluorophore-labeled nucleosomes and DNA through associated changes in fluorescence anisotropy of the fluorophore upon binding of ISWI to these substrates. We determined that one ISWI molecule binds to a 20 bp double-stranded DNA substrate with an affinity of 18 ± 2 nM. In contrast, two ISWI molecules can bind to the core nucleosome with short linker DNA with stoichiometric macroscopic equilibrium constants: 1/β1 = 1.3 ± 0.6 nM, and 1/β2 = 13 ± 7 nM(2). Furthermore, to improve our understanding of the mechanism of DNA translocation by ISWI, and hence nucleosome repositioning, we determined the effect of nucleotide analogues on substrate binding by ISWI. While the affinity of ISWI for the nucleosome substrate with short lengths of flanking DNA was not affected by the presence of nucleotides, the affinity of ISWI for the DNA substrate is weakened in the presence of nonhydrolyzable ATP analogues but not by ADP.             ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NSS297","0, 1, 0","Em, Malcolm, Gill",1,2,3,0.333333333333333,"Excluded"
"42bd248e-4a87-47f2-9a32-f0a65b91c487","Enzymatic activity of Lecithin:retinol acyltransferase: a thermostable and highly active enzyme with a likely mode of interfacial activation.",0,"Lecithin:retinol acyltransferase (LRAT) plays a major role in the vertebrate visual cycle. Indeed, it is responsible for the esterification of all-trans retinol into all-trans retinyl esters, which can then be stored in microsomes or further metabolized to produce the chromophore of rhodopsin. In the present study, a detailed characterization of the enzymatic properties of truncated LRAT (tLRAT) has been achieved using in vitro assay conditions. A much larger tLRAT activity has been obtained compared to previous reports and to an enzyme with a similar activity. In addition, tLRAT is able to hydrolyze phospholipids bearing different chain lengths with a preference for micellar aggregated substrates. It therefore presents an interfacial activation property, which is typical of classical phospholipases. Furthermore, given that stability is a very important quality of an enzyme, the influence of different parameters on the activity and stability of tLRAT has thus been studied in detail. For example, storage buffer has a strong effect on tLRAT activity and high enzyme stability has been observed at room temperature. The thermostability of tLRAT has also been investigated using circular dichroism and infrared spectroscopy. A decrease in the activity of tLRAT was observed beyond 70°C, accompanied by a modification of its secondary structure, i.e. a decrease of its α-helical content and the appearance of unordered structures and aggregated β-sheets. Nevertheless, residual activity could still be observed after heating tLRAT up to 100°C. The results of this study highly improved our understanding of this enzyme. Copyright © 2014 Elsevier B.V. All rights reserved.            ",""," ",2020-04-30 11:05:33,"","","","","","","","300420_errorAnalysis","NSS404","0, 1, 0","Em, Malcolm, Gill",1,2,3,0.333333333333333,"Excluded"
