"ID","Title","Abstract","Is_Conference","Is_English","PDF_Status","Manual_TiAb","Manual_FullText","Regex_TiAb","Regex_FullText","Validation"
"4eea3dc1-9a32-436b-9298-052ca5f26f33","Low Dose Administration of Glutamate Triggers a Non-Apoptotic, Autophagic Response in PC12 Cells","Background/Aims: Increasing amounts of the neurotransmitter glutamate are associated with excitotoxicity, a phenomenon related both to homeostatic processes and neurodegenerative diseases such as multiple sclerosis. Methods: PC12 cells (rat pheochromocytoma) were treated with various concentrations of the non-essential amino acid glutamate for 0.5-24 hours. The effect of glutamate on cell morphology was monitored with electron microscopy and haematoxylin-eosin staining. Cell survival was calculated with the MTT assay. Expression analysis of chaperones associated with the observed phenotype was performed using either Western Blotting at the protein level or qRT-PCR at the mRNA level. Results: Administration of glutamate in PC12 cells in doses as low as 10 muM causes an up-regulation of GRP78, GRP94 and HSC70 protein levels, while their mRNA levels show the opposite kinetics. At the same time, GAPDH and GRP75 show reduced protein levels, irrespective of their transcriptional rate. On a cellular level, low concentrations of glutamate induce an autophagy-mediated pro-survival phenotype, which is further supported by induction of the autophagic marker LC3. Conclusion: The findings in the present study underline a discrete effect of glutamate on neuronal cell fate depending on its concentration. It was also shown that a low dose of glutamate orchestrates a unique expression signature of various chaperones and induces cell autophagy, which acts in a neuroprotective fashion. Copyright © 2015 S. Karger AG, Basel.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"4f5f1a53-c465-4b51-bbec-732ac85352e5","Novel 16-substituted bifunctional derivatives of huperzine B: Multifunctional cholinesterase inhibitors","Aim: To design novel bifunctional derivatives of huperzine B (HupB) based on the concept of dual binding site of acetylcholinesterase (AChE) and evaluate their pharmacological activities for seeking new drug candidates against Alzheimers disease (AD). Methods: Novel 16-substituted bifunctional derivatives of HupB were synthesized through chemical reactions. The inhibitory activities of the derivatives toward AChE and butyrylcholinesterase (BuChE) were determined in vitro by modified Ellmans method. Cell viability was quantified by the reduction of MTT. Results: A new preparative method was developed for the generation of 16-substituted derivatives of HupB, and pharmacological trials indicated that the derivatives were multifunctional cholinesterase inhibitors targeting both AChE and BuChE. Among the derivatives tested, 9c, 9e, 9f, and 9i were 480 to 1360 times more potent as AChE inhibitors and 370 to 1560 times more potent as BuChE inhibitors than the parent HupB. Further preliminary pharmacological trials of derivatives 9c and 9i were performed, including examining the mechanism of AChE inhibition, the substrate kinetics of the enzyme inhibition, and protection against hydrogen peroxide (H2O 2)-induced cytotoxicity in PC12 cells. Conclusion: Preliminary pharmacological evaluation indicated that 16-substituted derivatives of HupB, particularly 9c and 9i, would be potentially valuable new drug candidates for AD therapy, and further exploration is needed to evaluate their pharmacological and clinical efficacies. © 2009 CPS and SIMM All rights reserved.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"50426bb1-f414-490b-8cac-30889c1f5fe3","Eriodictyol protects against H2O2-induced neuron-like PC12 cell death through activation of Nrf2/ARE signaling pathway","Eriodictyol, a flavonoid isolated from the Chinese herb Dracocephalum rupestre has long been established as an antioxidant. The present study was designed to explore the protective effects of eriodictyol against hydrogen peroxide (H2O2)-induced neurotoxicity with cultured rat pheochromocytoma cells (PC12 cells) and the possible mechanisms involved. For this purpose, differentiated PC12 cells were cultured and exposed to 200 muM H2O2 in the absence or presence of eriodictyol (20, 40 and 80 muM). In addition, the potential contribution of the Nrf2/ARE neuroprotective pathway in eriodictyol-mediated protection against H 2O2-induced neurotoxicity was also investigated. The results showed that H2O2-induced cell death can be inhibited in the presence of eriodictyol as measured by assays for MTT and apoptosis. Further study revealed that eriodictyol induced the nuclear translocation of Nrf2, enhanced the expression of heme oxygenase (HO-1) and gamma-glutamylcysteine synthetase (gamma-GCS), and increased the levels of intracellular glutathione. Treatment of PC12 cells with Nrf2 small interference RNA abolished eriodictyol-induced HO-1 and gamma-GCS expression and its protective effects. In conclusion, these results suggest that eriodictyol upregulates HO-1 and gamma-GCS expression through the activation of Nrf2/ARE pathway and protects PC12 cells against H2O2-induced oxidative stress. © 2012 Elsevier Ltd. All rights reserved.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"51f87a5b-feb8-40e2-87b5-9946f3242aca","Pretreatment of 17beta-estradiol prevents sublethal Abeta1-42 induced down-regulation of CREB phosphorylation in PC12 cells","It is widely accepted that cAMP response element binding protein (CREB) is the core component in the process of learning and memory which is undermined in patients of Alzheimers Disease (AD). Besides, epidemiological investigation indicates the declining memory is correlated with the lower estrogen level in AD patients. However, the effect of estrogen on CREB activity in AD is poorly known. In this study, we investigated the effect of 17beta-estradiol pretreatment on the phosphorylation level of both CREB and the kinases associated with CREB activation in cells exposed to a sublethal concentration of Abeta1-42. We demonstrated the protection against Abeta1-42-induced changes of CREB by pretreatment of 17beta-estradiol. 17beta-estradiol pretreatment prevented Abeta1-42 induced down-regulation of CREB phosphorylation at Ser133 (CREB pS133). Furthermore, a transient (8 hours) up-regulation of the inhibitory GSK-3beta phosphorylation at Ser9 (GSK-3beta pS9) was detected in sublethal Abeta1-42 treated cells with pretreatment of 17beta- estradiol, and this effect of 17beta-estradiol was abrogated by AKT inhibitor LY294002. It suggests the inactivation of GSK-3beta may be involved in the mechanism underlying the neuroprotection provided by 17beta-estradiol pretreatment.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,165,"Excluded"
"5313d154-76f1-4330-a670-03f2b1d7e2d0","Up-regulation and increased activity of KV3.4 channels and their accessory subunit MinK-related peptide 2 induced by amyloid peptide are involved in apoptotic neuronal death","The aim of the present study was to investigate whether KV3.4 channel subunits are involved in neuronal death induced by neurotoxic beta-amyloid peptides (Abeta). In particular, to test this hypothesis, three main questions were addressed: 1) whether the Abeta peptide can up-regulate both the transcription/translation and activity of KV3.4 channel subunit and its accessory subunit, MinK-related peptide 2 (MIRP2); 2) whether the increase in KV3.4 expression and activity can be mediated by the nuclear factor-kappaB (NF-kappaB) family of transcriptional factors; and 3) whether the specific inhibition of KV3.4 channel subunit reverts the Abeta peptide-induced neurodegeneration in hippocampal neurons and nerve growth factor (NGF)-differentiated PC-12 cells. We found that Abeta1-42 treatment induced an increase in KV3.4 and MIRP2 transcripts and proteins, detected by reverse transcription-polymerase chain reaction and Western blot analysis, respectively, in NGF-differentiated PC-12 cells and hippocampal neurons. Patch-clamp experiments performed in whole-cell configuration revealed that the Abeta peptide caused an increase in IA current amplitude carried by KV3.4 channel subunits, as revealed by their specific blockade with blood depressing substance-I (BDS-I) in both hippocampal neurons and NGF-differentiated PC-12 cells. The inhibition of NF-kappaB nuclear translocation with the cell membrane-permeable peptide SN-50 prevented the increase in KV3.4 protein and transcript expression. In addition, the SN-50 peptide was able to block Abeta1-42-induced increase in KV3.4 K+ currents and to prevent cell death caused by Abeta1-42 exposure. Finally, BDS-I produced a similar neuroprotective effect by inhibiting the increase in KV3.4 expression. As a whole, our data indicate that KV3.4 channels could be a novel target for Alzheimers disease pharmacological therapy. Copyright © 2007 The American Society for Pharmacology and Experimental Therapeutics.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"57609806-b189-4a59-928c-d75a29b661f0","Chemical and biological assessment of Ziziphus jujuba fruits from china: Different geographical sources and developmental stages","Chinese date, the fruit of Ziziphus jujuba Mill., has thousands of years cultivation history, and about 700 cultivars of dates in China. Two types of dates are commonly found in the market: (i) fresh immature dates consumed as fruits, and (ii) dried mature dates used as Chinese medicines. Here, chemical and biological properties of these dates were revealed. Different sources of dates showed similar chemical profiles; however, the amounts of identified chemicals showed a great variation. The amount of nucleotides, flavonoids and polysaccharides in dates could be affected by its maturity and drying process. In parallel, the antioxidative functions of their extracts were compared. The date extracts protected PC12 cells against tBHP-induced cytotoxicity, and which also stimulated the transcriptional activity of antioxidant response element. The antioxidative effects were varied among different dates. The current results suggested the optimization of sources and specific usage of different maturity dates. © 2013 American Chemical Society.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"5788f8bf-fe45-457d-a95b-26e6078eac2f","Activation of T-LAK-cell-originated protein kinase-mediated antioxidation protects against focal cerebral ischemia-reperfusion injury","T-LAK-cell-originated protein kinase (TOPK), a MAPKK-like kinase, is crucial for neural progenitor cell proliferation; however, the function of TOPK and the molecular mechanism underlying cerebral ischemia-reperfusion injury remains unknown. Therefore, we investigated the role of TOPK in experimental stroke. Sprague-Dawley rats underwent transient middle cerebral artery occlusion (tMCAO) and reperfusion, and TOPK small interfering RNA (siRNA) was delivered by intracerebroventricular injection at the beginning of MCAO. After TOPK overexpression and H2 stimulation in PC12 neuronal cells, antioxidative proteins, apoptosis-related proteins and signal pathways were detected by western blot analysis, the levels of the peroxidation products (malondialdehyde and 3-nitrotyrosine) were measured with ELISA. Phosphorylation of TOPK was increased in rat cortical neurons following tMCAO. TOPK overexpression in PC12 cells augmented levels of antioxidative proteins (peroxiredoxin 1 and 2, heme oxygenase 1 and manganese superoxide dismutase), as well as total superoxide dismutase activity, along with inhibition of malondialdehyde and 3-nitrotyrosine upon H2 stimulation. TOPK overexpression increased cell viability and reduced expression of caspase 3 and caspase 12 in PC12 cells in response to H2. The p-ERK level was increased by TOPK overexpression, and antioxidative protection afforded by TOPK was abolished by blocking the extracellular signal-regulated kinase pathway in PC12 cells. TOPK siRNA increased the infarct volume and reduced total superoxide dismutase activity in the cortex in vivo after MCAO. These data reveal that activating TOPK confers neuroprotection against focal cerebral ischemia-reperfusion injury by antioxidative function, in part through activation of the extracellular signal-regulated kinase pathway. Copyright © 2014 FEBS.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"5807a79f-79bc-467c-97ad-80b8b6771603","Neuroprotective effects of the stable nitroxide compound Tempol on 1-methyl-4-phenylpyridinium ion-induced neurotoxicity in the Nerve Growth Factor-differentiated model of pheochromocytoma PC12 cells","Nerve growth factor (NGF) differentiated pheochromocytoma PC12 cells exposed to 1-methyl-4-phenylpyridinium (MPP+) toxin were used as an in vitro pharmacological model of Parkinsons disease to examine the neuroprotective effects of 4-hydroxy-2,2,6,6-tetramethyl piperidine-n-oxyl (Tempol), a free radical scavenger and a superoxide dismutase-mimetic compound. MPP+-induced PC12 cell death was measured 72 h after exposure to 1.5 mM MPP+ by the release of lactate dehydrogenease, caspase-3 activation and stimulation of survival and stress mitogen-activated protein kinases. Exposure of PC12 cells to MPP+ activated ERK1 and ERK2 (forty-fold over control after 72 h), JNK1 and JNK2 (fourfold after 48 h) and p-38alpha (tenfold after 24 h). Pretreatment of PC12 cells with 500 muM Tempol, 1 h before induction of the MPP+ insult, reduced by 70% the release of LDH into the medium, inhibited caspase-3 activity by 30% and improved by 33% mitochondrial function, effects correlated with a 70% reduction in ERK1 and ERK2 phosphorylation activity. These findings support the neuroprotective effect of Tempol in the MPP+-induced PC12 cell death model and its use as a potential drug for treatment of Parkinsons disease. © 2006 Elsevier B.V. All rights reserved.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"58170daf-5ffd-403a-a8db-86cbdc463d15","Protective effects of organic extracts of Alpinia oxyphylla against hydrogen peroxide-induced cytotoxicity in PC12 cells","Alpinia oxyphylla, a traditional herb, is widely used for its neuroprotective, antioxidant and memory-improving effects. However, the neuroprotective mechanisms of action of its active ingredients are unclear. In this study, we investigated the neuroprotective effects of various organic extracts of Alpinia oxyphylla on PC12 cells exposed to hydrogen peroxide-induced oxidative injury in vitro. Alpinia oxyphylla was extracted three times with 95% ethanol (representing extracts 1-3). The third 95% ethanol extract was dried and resuspended in water, and then extracted successively with petroleum ether, ethyl acetate and n-butanol (representing extracts 4-6). The cell counting kit-8 assay and microscopy were used to evaluate cell viability and observe the morphology of PC12 cells. The protective effect of the three ethanol extracts (at tested concentrations of 50, 100 and 200 mug/mL) against cytotoxicity to PC12 cells increased in a concentration-dependent manner. The ethyl acetate, petroleum ether and n-butanol extracts (each tested at 100, 150 and 200 mug/mL) had neuroprotective effects as well. The optimum effective concentration ranged from 50-200 mug/mL, and the protective effect of the ethyl acetate extract was comparatively robust. These results demonstrate that organic extracts of Alpinia oxyphylla protect PC12 cells against apoptosis induced by hydrogen peroxide. Our findings should help identify the bioactive neuroprotective components in Alpinia oxyphylla.Copyright © The Author(s) 2019. Published by Oxford University Press on behalf of the British Geriatrics Society.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,2,"Excluded"
"58fb8914-a9c3-4dba-98ce-366f153eb41e","Transcriptional regulation of the sodium-activated potassium channel SLICK (KCNT2) promoter by nuclear factor-kappaB","Although recent studies have shown the sodium-activated potassium channel SLACK (KCNT1) can contribute to neuronal excitability, there remains little information on the physiological role of the closely related SLICK (KCNT2) channel. Activation of SLICK channels may be important during pathological states such as ischemia, in which an increase in intracellular sodium and chloride can perturb membrane potential and ion homeostasis. We have identified two NFkappaB-binding sites within the promoter region of the human SLICK (KCNT2) and orthologous rat Slick (Kcnt2) genes, suggesting that conditions in which NFkappaB transcriptional activity is elevated promote expression of this channel. NFkappaB binding to the rat Slick promoter was confirmed in vivo by ChIP analyses, and NFkappaB was found differentially bound to the two sites. We verified NFkappaB transcriptional regulation of SLICK/Slick by mutational analyses and studying gene expression by luciferase assay in P19 cells, where NFkappaB is constitutively active. For the rat gene, activation of the Slick promoter was found to be additive in single NFkappaB mutations and synergistic in double mutations. Unexpectedly, for the human gene, NFkappaB exhibited cooperativity in activating the SLICK promoter. The human SLICK promoter constructs were then tested under hypoxic conditions in PC-12 cells, where NFkappaB is not active. Only under hypoxic conditions could luciferase activity be detected; the double NFkappaB mutant construct failed to exhibit activity. Transcriptional regulation of Slick by NFkappaB was verified in primary neurons. The Slick transcript decreased 24 h after NFkappaB inhibition. Our data show SLICK expression is predominantly under the control of NFkappaB. Because neuronal NFkappaB activation occurs during stressful stimuli such as hypoxia and injury, our findings suggest that SLICK is a neuroprotective gene.Copyright © 2015 by The American Society for Biochemistry and Molecular Biology, Inc.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"5949b8b7-e6c5-495e-87c0-aa64a8f46a99","Tetanus Toxin Hc Fragment Induces the Formation of Ceramide Platforms and Protects Neuronal Cells against Oxidative Stress","Tetanus toxin (TeTx) is the protein, synthesized by the anaerobic bacteria Clostridium tetani, which causes tetanus disease. TeTx gains entry into target cells by means of its interaction with lipid rafts, which are membrane domains enriched in sphingomyelin and cholesterol. However, the exact mechanism of host membrane binding remains to be fully established. In the present study we used the recombinant carboxyl terminal fragment from TeTx (Hc-TeTx), the domain responsible for target neuron binding, showing that Hc-TeTx induces a moderate but rapid and sustained increase in the ceramide/sphingomyelin ratio in primary cultures of cerebellar granule neurons and in NGF-differentiated PC12 cells, as well as induces the formation of ceramide platforms in the plasma membrane. The mentioned increase is due to the promotion of neutral sphingomyelinase activity and not to the de novo synthesis, since GW4869, a specific neutral sphingomyelinase inhibitor, prevents neutral sphingomyelinase activity increase and formation of ceramide platforms. Moreover, neutral sphingomyelinase inhibition with GW4869 prevents Hc-TeTx-triggered signaling (Akt phosphorylation), as well as the protective effect of Hc-TeTx on PC12 cells subjected to oxidative stress, while siRNA directed against nSM2 prevents protection by Hc-TeTx of NSC-34 cells against oxidative insult. Finally, neutral sphingomyelinase activity seems not to be related with the internalization of Hc-TeTx into PC12 cells. Thus, the presented data shed light on the mechanisms triggered by TeTx after membrane binding, which could be related with the events leading to the neuroprotective action exerted by the Hc-TeTx fragment. © 2013 Cubi et al.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,2,"Excluded"
"59f358cd-0b0b-4c95-940c-c35431574581","Isorhynchophylline Attenuates MPP+-Induced Apoptosis Through Endoplasmic Reticulum Stress- and Mitochondria-Dependent Pathways in PC12 Cells: Involvement of Antioxidant Activity","Endoplasmic reticulum stress (ERS) and mitochondrial dysfunctions are thought to be involved in the dopaminergic neuronal death in Parkinsons disease (PD). In this study, we found that isorhynchophylline (IRN) significantly attenuated 1-methyl-4-phenylpyridinium (MPP+)-induced apoptotic cell death and oxidative stress in PC12 cells. IRN markedly reduced MPP+-induced-ERS responses, indicative of inositol-requiring enzyme 1 (IRE1) phosphorylation and caspase-12 activation. Furthermore, IRN inhibits MPP+-triggered apoptosis signal-regulating kinase 1 (ASK1)/c-Jun N-terminal Kinase (JNK) signaling-mediated mitochondria-dependent apoptosis pathway. IRN-mediated attenuation of endoplasmic reticulum modulator caspase-12 activation was abolished by diphenyleneiodonium (DPI) or IRE-1alpha shRNA, but not by SP600125 or pifithrin-alpha in MPP+-treated PC12 cells. Inhibitions of MPP+-induced both cytochrome c release and caspase-9 activation by IRN were blocked by pre-treatment with DPI or pifithrin-alpha, but not by IRE-1alpha shRNA. IRN blocks the generation of reactive oxygen species upstream of both ASK1/JNK pathway and IRE1/caspase-12 pathway. Altogether, our in vitro findings suggest that IRN possesses potent neuroprotective activity and may be a potential candidate for the treatment of PD. Copyright © 2017, Springer Science+Business Media, LLC.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"5af24338-154c-4e9c-85d3-565d0253f82e","Artemisinin conferred ERK mediated neuroprotection to PC12 cells and cortical neurons exposed to sodium nitroprusside-induced oxidative insult","The production of nitric oxide (NO) is one of the primary mediators of ischemic damage, glutamate neurotoxicity and neurodegeneration and therefore inhibition of NO-induced neurotoxicity may be considered a therapeutic target for reducing neuronal cell death (neuroprotection). In this study, artemisinin, a well-known anti-malaria drug was found to suppress sodium nitroprusside (SNP, a nitric oxide donor)-induced cell death in the PC12 cells and brain primary cortical neuronal cultures. Pretreatment of PC12 cells with artemisinin significantly suppressed SNP-induced cell death by decreasing the extent of oxidation, preventing the decline of mitochondrial membrane potential, restoring abnormal changes in nuclear morphology and reducing lactate dehydrogenase release and inhibiting caspase 3/7 activities. Western blotting analysis revealed that artemisinin was able to activate extracellular regulated protein kinases (ERK) pathway. Furthermore, the ERK inhibitor PD98059 blocked the neuroprotective effect of artemisinin whereas the PI3K inhibitor LY294002 had no effect. Cumulatively these findings support the notion that artemisinin confers neuroprotection from SNP-induce neuronal cell death insult, a phenomenon coincidentally related to activation of ERK phosphorylation. This SNP-induced oxidative insult in PC12 cell culture model may be useful to investigate molecular mechanisms of NO-induced neurotoxicity and drug-induced neuroprotection, and to generate novel therapeutic concepts for ischemic disease treatment. Copyright © 2016 Elsevier Inc. All rights reserved.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"5afb79fe-3ae1-4b7f-aa5c-43dcad0bfcc8","Hormetic effect of panaxatriol saponins confers neuroprotection in PC12 cells and zebrafish through PI3K/AKT/mTOR and AMPK/SIRT1/FOXO3 pathways","Hormesis is an adaptive response of living organisms to a moderate stress. However, its biomedical implication and molecular mechanisms remain to be intensively investigated. Panaxatriol saponins (PTS) is the major bioactive components extracted from Panax notoginseng, a widely used herbal medicine for cerebrovascular diseases. This study aims to examine the hormetic and neuroprotective effects of PTS in PC12 cells and zebrafish Parkinsons disease (PD) models. Our results demonstrated that PTS stimulated PC12 cell growth by about 30% at low doses, while PTS at high doses inhibited cell growth, which is a typical hormetic effect. Moreover, we found that low dose PTS pretreatment significantly attenuated 6-OHDA-induced cytotoxicity and up-regulated PI3K/AKT/mTOR cell proliferation pathway and AMPK/SIRT1/FOXO3 cell survival pathway in PC12 cells. These results strongly suggested that neuroprotective effects of PTS may be attributable to the hormetic effect induced by PTS through activating adaptive response-related signaling pathways. Notably, low dose PTS could significantly prevent the 6-OHDA-induced dopaminergic neuron loss and improve the behavior movement deficiency in zebrafish, whereas relative high dose PTS exhibited neural toxicity, further supporting the hormetic and neuroprotective effects of PTS. This study indicates that PTS may have the potential in the development of future therapeutic medicines for PD.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,4,"Excluded"
"5bec482a-d3d0-4a6a-8383-60557d41c82a","alpha-KETO-beta-METHYL-n-VALERIC ACID DIMINISHES REACTIVE OXYGEN SPECIES and ALTERS ENDOPLASMIC RETICULUM Ca2+ STORES","Mitochondrial dysfunction and oxidative stress occur in neurodegenerative diseases. Other results show that bombesin-releasable calcium stores (BRCS) from the endoplasmic reticulum (ER) are exaggerated in fibroblasts from patients with Alzheimers disease (AD) compared with controls and in fibroblasts from a young control treated with H2O2. We hypothesize that alterations in oxidative stress underlie the exaggeration in BRCS in AD, and that appropriate antioxidants may be useful in treating this abnormality. Two indicators of different oxidant species were used to determine the effects of select oxidants on cellular oxidation status: carboxydichlorofluorescein (c-DCF) to detect reactive oxygen species (ROS), and 4-amino-5-methylamino-2, 7-difluorofluorescein (DAF) to detect nitric oxide (NO.). Various conditions that induce ROS, including H2O2, oxygen/glucose deprivation, and 3-morpholinosyndnonimine (SIN-1), were used to test the ability of alpha-keto-beta-methyl-n-valeric acid (KMV) to scavenge ROS. KMV diminished c-DCF-detectable ROS that were induced by H 2O2, oxygen/glucose deprivation, or SIN-1 in PC12 cells, primary neuronal cultures, or fibroblasts. Furthermore, KMV reduced the H 2O2-induced increase in BRCS and diminished the elevation in BRCS in cells from AD patients to control levels. On the other hand, DAF-detectable NO. induced by SIN-1 was not scavenged by KMV and did not exaggerate BRCS. The results indicate that KMV is an effective antioxidant of c-DCF-detectable ROS. The effects of KMV are not cell type specific, but are ROS specific. The same H2O2-induced ROS that reacts with KMV may also underlie the changes in BRCS related to AD. Thus, KMV ameliorates the effects of ROS on calcium homeostasis related to oxidative stress and to AD. © 2004 Elsevier Inc. All rights reserved.","No","Yes","OK: File is read Successfully","Included","Included",0,0,"Included"
"5c444758-ae28-431b-a0da-596ee8096796","Increased SUMO-2/3-ylation mediated by SENP3 degradation is protective against cadmium-induced caspase 3-dependent cytotoxicity","Increased post-translational modification of proteins by SUMO-2/3 is a cytoprotective response against cell stress induced by ischaemia and reperfusion. However, it is still unclear what other cell stressors trigger protein SUMOylation, what mechanisms enhance and maintain the enhanced SUMOylation, and if it is a general protective mediator against other cytotoxic stresses. Here, we show increased levels of SUMOylation and decreased levels of the SUMO deconjugating enzyme SENP3 in PC12 cells treated with the toxic heavy metal cadmium. In addition, SENP3 knockdown reduced cadmium- induced caspase 3 cleavage and cell death in PC12 cells, while SENP3 overexpression enhanced cell death. These results suggest that SENP3 is an important regulator of the cellular response to cadmium stress in PC12 cells. Our findings are consistent with previous reports of decreased SENP3 and increased SUMOylation in ischaemia, and imply that the regulation of SENP3 levels and subsequent changes in SUMOylation could be a cytoprotective mechanism against caspase 3-mediated cell death. Copyright © 2017, Japanese Society of Toxicology. All rights reserved.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"5c53ed10-efeb-4af9-b732-2224e2305a44","The spinocerebellar ataxia 12 gene product and protein phosphatase 2A regulatory subunit Bbeta2 antagonizes neuronal survival by promoting mitochondrial fission","The neurodegenerative disorder spinocerebellar ataxia 12 (SCA12) is caused by CAG repeat expansion in the non-coding region of the PPP2R2B gene. PPP2R2B encodes Bbeta1 and Bbeta2, alternatively spliced and neuron-specific regulatory subunits of the protein phosphatase 2A (PP2A) holoenzyme. We show here that in PC12 cells and hippocampal neurons, cell stressors induced a rapid translocation of PP2A/Bbeta2 to mitochondria to promote apoptosis. Conversely, silencing of PP2A/Bbeta2 protected hippocampal neurons against free radical-mediated, excitotoxic, and ischemic insults. Evidence is accumulating that the mitochondrial fission/fusion equilibrium is an important determinant of cell survival. Accordingly, we found that Bbeta2 expression induces mitochondrial fragmentation, whereas Bbeta2 silencing or inhibition resulted in mitochondrial elongation. Based on epistasis experiments involving Bcl2 and core components of the mitochondrial fission machinery (Fis1 and dynamin-related protein 1), mitochondrial fragmentation occurs upstream of apoptosis and is both necessary and sufficient for hippocampal neuron death. Our data provide the first example of a proapoptotic phosphatase that predisposes to neuronal death by promoting mitochondrial division and point to a possible imbalance of the mitochondrial morphogenetic equilibrium in the pathogenesis of SCA12. © 2008 by The American Society for Biochemistry and Molecular Biology, Inc.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,4,"Excluded"
"5c8c9a95-bf34-4b68-adff-2fa77333c7bd","Oxidative stress from diverse developmental neurotoxicants: Antioxidants protect against lipid peroxidation without preventing cell loss","Oxidative stress has been hypothesized to provide a mechanism by which apparently unrelated chemicals can nevertheless produce similar developmental neurotoxic outcomes. We used differentiating PC12 cells to compare the effects of agents from four different classes and then to evaluate antioxidant amelioration: fipronil, perfluorooctanesulfonamide (PFOSA), dieldrin and chlorpyrifos. The rank order for lipid peroxidation corresponded to the ability to evoke cell loss: fipronil > PFOSA > dieldrin > chlorpyrifos. The same sequence was found for an index of cell enlargement (protein/DNA ratio) but the effects on neurite outgrowth (membrane/total protein) diverged, with fipronil producing a decrease and PFOSA an increase. Cotreatment with antioxidants reduced (ascorbate) or eliminated (Vitamin E) lipid peroxidation caused by each of the agents but failed to protect against cell loss, with the sole exception of chlorpyrifos, for which we earlier showed partial protection by Vitamin E; addition of higher NGF concentrations protected neither against oxidative stress nor cell loss. Despite the failure to prevent cell loss, ascorbate protected the cells from the effects of PFOSA on neuritic outgrowth; NGF, and to a lesser extent, ascorbate, offset the effects of fipronil on both cell enlargement and neuritogenesis. At the same time, the ameliorant treatments also worsened some of the other toxicant effects. Our results point out the problems in concluding that, just because a neurotoxicant produces oxidative stress, antioxidant therapy will be effective in preventing damage. Instead, additional mechanisms for each agent may provide alternative routes to neurotoxicity, or may be additive or synergistic with oxidative stress. © 2009 Elsevier Inc. All rights reserved.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"5d056651-b7f4-4cd3-9b12-d31d03353c54","Fasudil mesylate protects PC12 cells from oxidative stress injury via the bax-mediated pathway","We previously reported that fasudil mesylate (FM) improves neurological deficit and neuronal damage in rats with ischemia following middle cerebral artery occlusion and reperfusion in vivo. In this study, the properties of FM on hydrogen peroxide (H2O2)-induced oxidative stress insult in cultured PC12 cells as well as the underlying mechanisms were investigated in vitro. Pretreatment with FM (5, 10 muM) prior to H2O2 exposure significantly elevated cell viability, reduced cell apoptosis by MTT assay, LDH assay, Hoechst 33258 dye staining, and FM also decreased the accumulation of reactive oxygen species (ROS) by DCFH-DA staining and NBT test. Furthermore, FM also reversed the upregulation of Bax/Bcl-2 ratio, the downstream cascade following ROS. FM protected PC12 cells from oxidative stress insult via down-regulating the Bax/Bcl-2 ratio. These findings indicate that a direct effect of fasudil mesylate on PC12 cells may be partly responsible for its protective effect against oxidative stress injury. © Springer Science+Business Media, LLC 2010.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
"5ddffa57-b79b-48ce-86dd-90ba08af82aa","Dried Rehmannia root protects against glutamate-induced cytotoxity to PC12 cells through energy metabolism-related pathways","Rehmannia has been shown to be clinically effective in treating neurodegenerative diseases; however, the neuroprotective mechanisms remain unclear. In this study, we established a model of neurodegenerative disease using PC12 cytotoxic injury induced by glutamate. The cells were treated with 20 mM glutamate in the absence or presence of water extracts of dried Rehmannia root of varying concentrations (70%, 50% and 30%). The different concentrations of Rehmannia water extract significantly increased the activity of glutamate-injured cells, reduced the release of lactate dehydrogenase, inhibited apoptosis, increased the concentrations of NADH, NAD and ATP in cells, ameliorated mitochondrial membrane potential, and reduced the levels of light chain 3. Taken together, our findings demonstrate that Rehmannia water extracts exert a cytoprotective effect against glutamate-induced PC12 cell injury via energy metabolism-related pathways. Copyright © 2017, Medknow Publications. All rights reserved.","No","Yes","OK: File is read Successfully","Excluded","Excluded",0,1,"Excluded"
