"REVIEW_ID","ITEM_ID","TITLE","ABSTRACT","KEYWORDS"
"IN_VITRO_TRAINING","017f8922-1e76-43e6-b27c-95c0a621ef3f","Sensory exotropia due to keratoconus and review of the literature","This case report describes a 17-year-old boy with sensory strabismus due to keratoconus and an ipsilateral nodular lesion of the bulbar conjunctiva. The aligned eye was the right eye and keratoconus in this eye was of late onset. Vision in the left eye was poor and keratoconus was advanced in this eye. Due to the longstanding nature of the keratoconus and its occurrence in a developmentally sensitive period, sensory exotropia had developed in the left eye. There was a nodular lesion of the bulbar conjunctiva in the ipsilateral eye. If keratoconus occurs before the age of 7 years and the prolonged visual loss is not corrected, sensory strabismus can develop, as in this patient.      ",
"IN_VITRO_TRAINING","01abdd97-1780-40ff-bd2b-e7d37e08b9fb","Care management in social and primary health care: the Gateshead Community Care Scheme",,
"IN_VITRO_TRAINING","01b713f0-072b-4fc3-b1df-d1d8ff1ce220","The effects of chronic stress on health: new insights into the molecular mechanisms of brain–body communication",,
"IN_VITRO_TRAINING","01e0918e-f8d9-473e-8449-f9f7f8f3e5b8","In sickness and in health: the British experience, 1650–1850",,
"IN_VITRO_TRAINING","0200308d-394b-4717-9de0-097031d57558","Calour: an Interactive, Microbe-Centric Analysis Tool","Calour allows us to identify interesting microbial patterns and generate novel biological hypotheses by interactively inspecting microbiome studies and incorporating annotation databases and convenient statistical tools. Calour can be used as a first-step tool for microbiome data exploration.       ABSTRACTMicrobiome analyses can be challenging because microbial strains are numerous, and often, confounding factors in the data set are also numerous. Many tools reduce, summarize, and visualize these high-dimensional data to provide insight at the community level. However, they lose the detailed information about each taxon and can be misleading (for example, the well-known horseshoe effect in ordination plots). Thus, multiple methods at different levels of resolution are required to capture the full range of microbial patterns. Here we present Calour, a user-friendly data exploration tool for microbiome analyses. Calour provides a study-centric data model to store and manipulate sample-by-feature tables (with features typically being operational taxonomic units) and their associated metadata. It generates an interactive heatmap, allowing visualization of microbial patterns and exploration using microbial knowledge databases. We demonstrate the use of Calour by exploring publicly available data sets, including the gut and skin microbiota of habitat-switched fire salamander larvae, gut microbiota of Trichuris muris-infected mice, skin microbiota of different human body sites, gut microbiota of various ant species, and a metabolome study of mice exposed to intermittent hypoxia and hypercapnia. In these cases, Calour reveals novel patterns and potential contaminants of subgroups of microbes that are otherwise hard to find. Calour is open source under the Berkeley Software Distribution (BSD) license and available from https://github.com/biocore/calour.IMPORTANCE Calour allows us to identify interesting microbial patterns and generate novel biological hypotheses by interactively inspecting microbiome studies and incorporating annotation databases and convenient statistical tools. Calour can be used as a first-step tool for microbiome data exploration.      ",
"IN_VITRO_TRAINING","0213e79b-90e7-40cb-84b2-2fda3268c62c","Broncho Pneumonia and Abscess of the Lung",,
"IN_VITRO_TRAINING","023345dd-3b15-4501-82b0-47f97a0fd295","SESN2 negatively regulates cell proliferation and casein synthesis by inhibition the amino acid-mediated mTORC1 pathway in cow mammary epithelial cells","Amino acids (AA) are one of the key nutrients that regulate cell proliferation and casein synthesis in cow mammary epithelial cells (CMEC), but the mechanism of this regulation is not yet clear. In this study, the effect of SESN2 on AA-mediated cell proliferation and casein synthesis in CMEC was assessed. After 12 h of AA starvation, CMECs were cultured in the absence of all AA (AA−), in the presences of only essential AA (EAA+), or of all AA (AA+). Cell proliferation, casein expression, and activation of the mammalian target of rapamycin complex 1 (mTORC1) pathway were increased; but SESN2 expression was decreased in response to increased EAA or AA supply. Overexpressing or inhibiting SESN2 demonstrated that cell proliferation, casein expression, and activation of the mTORC1 pathway were all controlled by SESN2 expression. Furthermore, the increase in cell proliferation, casein expression, and activation of the mTORC1 pathway in response to AA supply was inhibited by overexpressing SESN2, and those effects were reversed by inhibiting SESN2. These results indicate that SESN2 is an important inhibitor of mTORC1 in CMEC blocking AA-mediated cell proliferation and casein synthesis.      ",
"IN_VITRO_TRAINING","026c9402-ac51-424b-95e1-c0130c66544b","Male kidney allograft recipients at risk for urinary tract infection?","  Background  Urinary tract infection (UTI) is the most common infection after renal transplantation (RTx). Although female sex is a well-known risk factor for the development of UTI after RTx, the role of the donor sex in this context remains unclear.  Methods  In this case control study 6,763 RTx cases were screened for UTI when presenting at our transplant outpatient clinics. 102 different RTx patients fulfilled the inclusion criteria and were compared to 102 controls. Data on renal function was prospectively followed for 12 months. Results were compared to a previous RTx cohort from our transplant center. Additionally, we assessed the immunological response of leukocytes from 58 kidney recipients and 16 controls to lipopolysaccharide stimulation.  Result  After identification by univariate analysis, multivariate logistic regression analysis indicated female sex, minor height, advanced age and male kidney allograft sex to be associated with the occurrence of UTI after RTx. Female recipients who received male grafts had the best renal function 12 months after presentation. However, leukocyte response of recipients to lipopolysaccharide was impaired irrespective of donor and recipient sex to the same extend.  Conclusions  We conclude from our data that male kidney allografts are associated with the occurrence of UTI after RTx but did not influence the response of leukocytes to lipopolysaccharide. Further prospective studies are needed to identify the underlying mechanisms of higher male kidney donor dependent UTI.      ",
"IN_VITRO_TRAINING","02a338d9-be50-45c6-8261-72103b25b206","The Cording Phenotype of Mycobacterium tuberculosis Induces the Formation of Extracellular Traps in Human Macrophages","The causative agent of tuberculosis, Mycobacterium tuberculosis, shares several characteristics with organisms that produce biofilms during infections. One of these is the ability to form tight bundles also known as cords. However, little is known of the physiological relevance of the cording phenotype. In this study, we investigated whether cord-forming M. tuberculosis induce the formation of macrophage extracellular traps (METs) in human monocyte-derived macrophages. Macrophages have previously been shown to produce extracellular traps in response to various stimuli. We optimized bacterial culturing conditions that favored the formation of the cord-forming phenotype as verified by scanning electron microscopy. Microscopy analysis of METs formation during experimental infection of macrophages with M. tuberculosis revealed that cord-forming M. tuberculosis induced significantly more METs compared to the non-cording phenotype. Deletion of early secreted antigenic target-6 which is an important virulence factor of M. tuberculosis, abrogated the ability of the bacteria to induce METs. The release of extracellular DNA from host cells during infection may represent a defense mechanism against pathogens that are difficult to internalize, including cord-forming M. tuberculosis.      ",
"IN_VITRO_TRAINING","02adcf35-8b87-46dc-b7da-6dd1d41afe08","Untargeted metabolomics by high resolution mass spectrometry coupled to normal and reversed phase liquid chromatography as a tool to study the in vitro biotransformation of new psychoactive substances","In 2016, several synthetic cathinones were seized by the State Bureau of Criminal Investigation Bavaria in Germany. Due to their previous appearances in other countries their metabolism was already investigated in human urine as well as different in vitro models. These investigations were conducted using ordinary metabolism studies for drugs of abuse by using general knowledge about drug metabolism and visual comparison of mass spectra. The present study aimed to use untargeted metabolomics to support and improve those methods that highly depend on the investigators experience. Incubations were conducted using pooled human liver microsomes (pHLM) and the two cathinones 1-phenyl-2-(1-pyrrolidinyl)-1-butanone and 1-phenyl-2-(1-pyrrolidinyl)-1-heptanone. Samples were analyzed by LC-HRMS/MS using a metabolomics workflow consisting of a reversed phase or normal phase separation followed by electrospray ionization and full scan in positive or negative mode. LC-MS data was afterwards statistically evaluated using principal component analysis, t-distributed stochastic neighborhood embedding, and hierarchical clustering. Significant features were then identified using MS/MS. The workflow revealed 24 significant features after 1-phenyl-2-(1-pyrrolidinyl)-1-butanone and 39 after 1-phenyl-2-(1-pyrrolidinyl)-1-heptanone incubation, consisting of adducts, artifacts, isomers, and metabolites. The applied untargeted metabolomics strategy was able to find almost all of the metabolites that were previously described for 1-phenyl-2-(1-pyrrolidinyl)-1-butanone in literature as well as three additional metabolites. Concerning 1-phenyl-2-(1-pyrrolidinyl)-1-heptanone biotransformation in pHLM, merely four metabolites described in primary human hepatocytes and human urine were not found. This study revealed that untargeted metabolomics workflows are well suited to support biotransformation studies at least of the investigated compounds in pHLM.      ",
"IN_VITRO_TRAINING","02f249ad-b1a8-4654-880b-f6ecba34be59","The Impact of Dietary Grape Seed Meal on Healthy and Aflatoxin B1 Afflicted Microbiota of Pigs after Weaning","The study investigated the effect of grape seed (GS) meal, aflatoxin (AFB1), or their combination on the large intestine microbiota of weanling piglets. Twenty-four piglets were allocated into four groups based on diet composition: (1) Control group; (2) AFB1 (320 g/kg feed) group; (3) GS group (8% inclusion in the diet); (4) AFB1 + GS group. After 30 days of experiment, the colon content was used for microbiota analyses; after isolation of total bacterial genomic DNA, V3/V4 regions of the 16S rRNA amplicons were sequenced using the Illumina MiSeq platform. The raw sequences were analyzed using the v.1.9.1 QIIME pipeline software. 157 numbers of OTUs were identified among all four dietary groups with 26 of them being prevalent above 0.05% in the total relative abundance. GS and AFB1 increase the relative abundance of phylum Bacteroidetes and Proteobacteria, while decreasing the Firmicutes abundance in a synergic manner as compared with the individual treatments. An additive or synergistic action of the two treatments was identified for Lactobacillus, Prevotella and Campylobacter, while rather an antagonistic effect was observed on Lachnospira. The action mechanisms of aflatoxin B1 and grape seed meal that drive the large intestine microbiota to these changes are not known and need further investigations.      ",
"IN_VITRO_TRAINING","02fff6bf-f670-42f7-ab11-5e9426bc8730","Blunt Traumatic Extracranial Cerebrovascular Injury and Ischemic Stroke","  Background  Ischemic stroke occurs in a significant subset of patients with blunt traumatic cerebrovascular injury (TCVI). The patients are victims of motor vehicle crashes, assaults or other high-energy collisions, and suffer ischemic stroke due to injury to the extracranial carotid or vertebral arteries.  Summary  An increasing number of patients with TCVI are being identified, largely because of the expanding use of computed tomography angiography for screening patients with blunt trauma. Patients with TCVI are particularly challenging to manage because they often suffer polytrauma, that is, numerous additional injuries including orthopedic, chest, abdominal, and head injuries. Presently, there is no consensus about optimal management.  Key Messages  Most literature about TCVI and stroke has been published in trauma, general surgery, and neurosurgery journals; because of this, and because these patients are managed primarily by trauma surgeons, patients with stroke due to TCVI have been essentially hidden from view of neurologists. This review is intended to bring this clinical entity to the attention of clinicians and investigators with specific expertise in neurology and stroke.      ",
"IN_VITRO_TRAINING","0314328a-ac1b-4fc8-8521-05375590f713","Prevalence of dysglycemia in Calabar: a cross-sectional observational study among residents of Calabar, Nigeria","  Objective  Population data on dysglycemia are scarce in West Africa. This study aimed to determine the pattern of dysglycemia in Calabar city in South East Nigeria.  Design  This was a cross-sectional observational study.  Methods  1134 adults in Calabar were recruited. A multistage sampling method randomly selected 4 out of 22 wards, and 50 households from each ward. All adults within each household were recruited and an oral glucose tolerance test was performed. Dysglycemia was defined as any form of glucose intolerance, including: impaired fasting glucose (blood glucose level 110–125 mg/dL), impaired glucose tolerance (blood glucose level ≥140 mg/dL 2 h after consuming 75 g of glucose), or diabetes mellitus (DM), as defined by fasting glucose level ≥126 mg/dL, or a blood glucose level ≥200 mg/dL, 2 h after a 75 g glucose load.  Results  Mean values of fasting plasma glucose were 95 mg/dL (95% CI 92.1 to 97.5) for men and 96 mg/dL (95% CI 93.2 to 98.6) for women. The overall prevalence of dysglycemia was 24%. The prevalence of impaired fasting glucose was 9%, the prevalence of impaired glucose tolerance 20%, and the prevalence of undiagnosed DM 7%. All values were a few percentage points higher for men than women.  Conclusions  The prevalence of undiagnosed DM among residents of Calabar is similar to studies elsewhere in Nigeria but much higher than the previous national prevalence survey, with close to a quarter of the adults having dysglycemia and 7% having undiagnosed DM. This is a serious public health problem requiring a programme of mass education and case identification and management in all health facilities.  Trial registration number  CRS/MH/CR-HREC/020/Vol.8/43      ",
"IN_VITRO_TRAINING","031e17f4-31d4-416a-8f4d-d25c370f2dbc","Liveing on Leprosy",,
"IN_VITRO_TRAINING","03735974-3ecf-4637-945f-9030babf09f4","Monitoring the Invasion of Spartina alterniflora from 1993 to 2014 with Landsat TM and SPOT 6 Satellite Data in Yueqing Bay, China","The exotic plant Spartina alterniflora was introduced to Yueqing Bay more than 20 years ago for tidal land reclamation and as a defense against typhoons, but it has rapidly expanded and caused enormous ecological consequences. Mapping the spread and distribution of S. alterniflora is the first step toward understanding the factors that determine the population expansion patterns. Remote sensing is a promising tool to monitor the expansion of S. alterniflora. Twelve Landsat TM images and Support Vector Machine (SVM) were used to delineate the invasion of S. alterniflora from 1993 to 2009, and SPOT 6 images and Object-Based Image Analysis (OBIA) were used to map the distribution of S. alterniflora in 2014. In situ data and Unmanned Aerial Vehicle (UAV) images were used as supplementary data. S. alterniflora spread rapidly in Yueqing Bay over the past 21 years. Between 1993 and 2009, the area of S. alterniflora increased by 608 times (from 4 to 2432 ha). The rapid expansion of S. alterniflora covered almost all of the bare mudflats around the mangrove forests and the cultivated mudflats. However, from 2009 to 2014, the rate of expansion of S. alterniflora began to slow down in Yueqing Bay, and the total area of S. alterniflora in Yantian decreased by 275 ha. These phenomena can be explained by the landscape changes and ecological niches. Through the expansion of S. alterniflora, it was found that the ecological significance and environmental impact of S. alterniflora was different in different regions in Yueqing Bay. The conservation plans for Yueqing Bay should consider both the positive and negative effects of S. alterniflora, and the governmental policy should be based on the different circumstances of the regions.      ",
"IN_VITRO_TRAINING","03737702-6bb6-4314-871d-0d71d5904e2e","Horizontal Plasmid Transfer by Transformation in Escherichia coli: Environmental Factors and Possible Mechanisms","Transformation is one mode of horizontal gene transfer (HGT) in bacteria, wherein extracellular naked DNA is taken up by cells that have developed genetic competence. Sensitivity to DNase, which degrades naked DNA, is the key to distinguishing transformation from the DNase-resistant HGT mechanisms. In general, Escherichia coli is not believed to be naturally transformable; it develops high competence only under artificial conditions, including exposure to high Ca2+ concentrations. However, E. coli can reportedly express modest competence under certain conditions that are feasible in natural environments outside laboratory. In addition, recent data suggest that environmental factors influence multiple routes of transformation. In this mini review, we (1) summarize our studies on transformation-based HGT using E. coli experimental systems and (2) discuss the possible occurrence of transformation via multiple mechanisms in the environment and its possible impact on the spread of antibiotic resistance genes.      ",
"IN_VITRO_TRAINING","03a14b5c-a108-4079-98ee-5fa43a3ed75e","Case of Inflammation of the Heart",,
"IN_VITRO_TRAINING","03a3ba57-e545-4ae3-9f72-1278e4df77c4","Effects of Thermal Processing on the Nutritional, Antinutrient, and In Vitro Antioxidant Profile of Monodora myristica (Gaertn.) Dunal Seeds","Proximate, minerals, and anti-nutrient content of raw Monodora myristica seed and Monodora myristica seeds boiled and roasted for 10, 20, and 30 min, respectively were assessed. In addition, the effects of boiling and roasting for 10, 20, and 30 min on the antioxidant properties of Monodora myristica seed extract were evaluated. Results showed that moisture, ash, fat, and crude protein were significantly reduced by boiling and roasting. Acid and neutral detergent fibres were significantly increased by roasting and boiling, with boiling causing a more significant increase than roasting. Processing resulted in significant decrease in magnesium, potassium, phosphorus, zinc, copper, manganese, and iron while calcium levels were unchanged. Total phenolics levels of raw seeds [(21.94 mg/100 g gallic acid equivalent (GAE)] showed a remarkable decrease (18.64 mg/100 g GAE) when the boiling time was increased to 30 min. Free fraction phenolics increased with thermal processing whereas bound phenolics decreased. Boiling was more effective in reducing anti-nutrients than roasting. Extracts of Monodora myristica seeds possess significant 1,1-diphenyl-2-picrylhydrazyl and 2,2’-azinobis( 3-ethylbenzothiazoline-6-sulphonic acid) free radical scavenging properties in a concentration-dependent manner, and this was significantly reduced after thermal processing. Monodora myristica seed extracts could be pharmaceutically exploited for antioxidant properties, and roasting may be preferred to retain the nutrient composition and antioxidant properties of Monodora myristica seeds.      ",
"IN_VITRO_TRAINING","03ac0183-5812-4d24-8277-432e88de7300","MicroRNA expression analysis in high fat diet-induced NAFLD-NASH-HCC progression: study on C57BL/6J mice","  Background  Hepatocellular carcinoma (HCC) is the most common malignant tumor of the liver. Non-alcoholic fatty liver disease (NAFLD) is a frequent chronic liver disorder in developed countries. NAFLD can progress through the more severe non alcoholic steatohepatitis (NASH), cirrhosis and, lastly, HCC. Genetic and epigenetic alterations of coding genes as well as deregulation of microRNAs (miRNAs) activity play a role in HCC development. In this study, the C57BL/6J mouse model was long term high-fat (HF) or low-fat (LF) diet fed, in order to analyze molecular mechanisms responsible for the hepatic damage progression.  Methods  Mice were HF or LF diet fed for different time points, then plasma and hepatic tissues were collected. Histological and clinical chemistry assays were performed to assess the progression of liver disease. MicroRNAs’ differential expression was evaluated on pooled RNAs from tissues, and some miRNAs showing dysregulation were further analyzed at the individual level.  Results  Cholesterol, low and high density lipoproteins, triglycerides and alanine aminotransferase increase was detected in HF mice. Gross anatomical examination revealed hepatomegaly in HF livers, and histological analysis highlighted different degrees and levels of steatosis, inflammatory infiltrate and fibrosis in HF and LF animals, demonstrating the progression from NAFLD through NASH. Macroscopic nodules, showing typical neoplastic features, were observed in 20 % of HF diet fed mice. Fifteen miRNAs differentially expressed in HF with respect to LF hepatic tissues during the progression of liver damage, and in tumors with respect to HF non tumor liver specimens were identified. Among them, miR-340-5p, miR-484, miR-574-3p, miR-720, whose expression was never described in NAFLD, NASH and HCC tissues, and miR-125a-5p and miR-182, which showed early and significant dysregulation in the sequential hepatic damage process.  Conclusions  In this study, fifteen microRNAs which were modulated in hepatic tissues and in tumors during the transition NAFLD-NASH-HCC are reported. Besides some already described, new and early dysregulated miRNAs were identified. Functional analyses are needed to validate the results here obtained, and to better define the role of these molecules in the progression of the hepatic disease.  Electronic supplementary material  The online version of this article (doi:10.1186/s12885-015-2007-1) contains supplementary material, which is available to authorized users.      ",
