"","Thresholds","Specificity","Sensitivity","Precision","Chosen"
"66",0.66,0.983286908077994,0.583333333333333,0.927710843373494,FALSE
"67",0.67,0.983286908077994,0.583333333333333,0.927710843373494,FALSE
"68",0.68,0.986072423398329,0.560606060606061,0.936708860759494,FALSE
"69",0.69,0.991643454038997,0.53030303030303,0.958904109589041,FALSE
"70",0.7,0.991643454038997,0.507575757575758,0.957142857142857,FALSE
"71",0.71,0.991643454038997,0.492424242424242,0.955882352941177,FALSE
"72",0.72,0.994428969359331,0.484848484848485,0.96969696969697,FALSE
"73",0.73,0.994428969359331,0.446969696969697,0.967213114754098,FALSE
"74",0.74,0.994428969359331,0.416666666666667,0.964912280701754,FALSE
"75",0.75,1,0.401515151515151,1,FALSE
"76",0.76,1,0.386363636363636,1,FALSE
"77",0.77,1,0.378787878787879,1,FALSE
"78",0.78,1,0.348484848484849,1,FALSE
"79",0.79,1,0.340909090909091,1,FALSE
"80",0.8,1,0.333333333333333,1,FALSE
"81",0.81,1,0.318181818181818,1,FALSE
"82",0.82,1,0.310606060606061,1,FALSE
"83",0.83,1,0.303030303030303,1,FALSE
"84",0.84,1,0.287878787878788,1,FALSE
"85",0.85,1,0.257575757575758,1,FALSE
"86",0.86,1,0.25,1,FALSE
"87",0.87,1,0.234848484848485,1,FALSE
"88",0.88,1,0.21969696969697,1,FALSE
"89",0.89,1,0.151515151515152,1,FALSE
"90",0.9,1,0.143939393939394,1,FALSE
"91",0.91,1,0.128787878787879,1,FALSE
"92",0.92,1,0.106060606060606,1,FALSE
"93",0.93,1,0.0909090909090909,1,FALSE
"94",0.94,1,0.0454545454545455,1,FALSE
"95",0.95,1,0.0303030303030303,1,FALSE
"96",0.96,1,0.0227272727272727,1,FALSE
"97",0.97,1,0.0227272727272727,1,FALSE
"98",0.98,1,0.00757575757575758,1,FALSE
"99",0.99,1,0,NA,FALSE
"100",1,1,0,NA,FALSE
Confusion Matrix and Statistics

          Reference
Prediction TRUE FALSE
     TRUE   126    54
     FALSE    6   305
                                          
               Accuracy : 0.8778          
                 95% CI : (0.8455, 0.9054)
    No Information Rate : 0.7312          
    P-Value [Acc > NIR] : 1.879e-15       
                                          
                  Kappa : 0.7212          
                                          
 Mcnemar's Test P-Value : 1.298e-09       
                                          
            Sensitivity : 0.9545          
            Specificity : 0.8496          
         Pos Pred Value : 0.7000          
         Neg Pred Value : 0.9807          
             Prevalence : 0.2688          
         Detection Rate : 0.2566          
   Detection Prevalence : 0.3666          
      Balanced Accuracy : 0.9021          
                                          
       'Positive' Class : TRUE            
                                          
