"","Thresholds","Specificity","Sensitivity","Precision","Chosen"
"43",0.43,0.930835734870317,0.833333333333333,0.833333333333333,FALSE
"44",0.44,0.936599423631124,0.819444444444444,0.842857142857143,FALSE
"45",0.45,0.945244956772334,0.798611111111111,0.858208955223881,FALSE
"46",0.46,0.945244956772334,0.777777777777778,0.854961832061069,FALSE
"47",0.47,0.945244956772334,0.777777777777778,0.854961832061069,FALSE
"48",0.48,0.948126801152738,0.763888888888889,0.859375,FALSE
"49",0.49,0.953890489913545,0.75,0.870967741935484,FALSE
"50",0.5,0.956772334293948,0.743055555555556,0.877049180327869,FALSE
"51",0.51,0.959654178674352,0.743055555555556,0.884297520661157,FALSE
"52",0.52,0.959654178674352,0.729166666666667,0.882352941176471,FALSE
"53",0.53,0.962536023054755,0.722222222222222,0.888888888888889,FALSE
"54",0.54,0.962536023054755,0.722222222222222,0.888888888888889,FALSE
"55",0.55,0.965417867435158,0.680555555555556,0.890909090909091,FALSE
"56",0.56,0.965417867435158,0.673611111111111,0.889908256880734,FALSE
"57",0.57,0.965417867435158,0.666666666666667,0.888888888888889,FALSE
"58",0.58,0.968299711815562,0.659722222222222,0.89622641509434,FALSE
"59",0.59,0.968299711815562,0.638888888888889,0.893203883495146,FALSE
"60",0.6,0.968299711815562,0.625,0.891089108910891,FALSE
"61",0.61,0.968299711815562,0.604166666666667,0.887755102040816,FALSE
"62",0.62,0.968299711815562,0.597222222222222,0.88659793814433,FALSE
"63",0.63,0.971181556195965,0.576388888888889,0.89247311827957,FALSE
"64",0.64,0.976945244956772,0.548611111111111,0.908045977011494,FALSE
"65",0.65,0.979827089337176,0.541666666666667,0.917647058823529,FALSE
"66",0.66,0.979827089337176,0.527777777777778,0.91566265060241,FALSE
"67",0.67,0.979827089337176,0.520833333333333,0.914634146341463,FALSE
"68",0.68,0.979827089337176,0.493055555555556,0.91025641025641,FALSE
"69",0.69,0.979827089337176,0.451388888888889,0.902777777777778,FALSE
"70",0.7,0.982708933717579,0.444444444444444,0.914285714285714,FALSE
"71",0.71,0.982708933717579,0.4375,0.91304347826087,FALSE
"72",0.72,0.982708933717579,0.4375,0.91304347826087,FALSE
"73",0.73,0.982708933717579,0.416666666666667,0.909090909090909,FALSE
"74",0.74,0.982708933717579,0.395833333333333,0.904761904761905,FALSE
"75",0.75,0.982708933717579,0.347222222222222,0.892857142857143,FALSE
"76",0.76,0.988472622478386,0.340277777777778,0.924528301886792,FALSE
"77",0.77,0.988472622478386,0.319444444444444,0.92,FALSE
"78",0.78,0.988472622478386,0.3125,0.918367346938776,FALSE
"79",0.79,0.988472622478386,0.3125,0.918367346938776,FALSE
"80",0.8,0.988472622478386,0.291666666666667,0.91304347826087,FALSE
"81",0.81,0.988472622478386,0.284722222222222,0.911111111111111,FALSE
"82",0.82,0.988472622478386,0.263888888888889,0.904761904761905,FALSE
"83",0.83,0.994236311239193,0.256944444444444,0.948717948717949,FALSE
"84",0.84,0.994236311239193,0.236111111111111,0.944444444444444,FALSE
"85",0.85,0.994236311239193,0.215277777777778,0.939393939393939,FALSE
"86",0.86,1,0.208333333333333,1,FALSE
"87",0.87,1,0.1875,1,FALSE
"88",0.88,1,0.180555555555556,1,FALSE
"89",0.89,1,0.173611111111111,1,FALSE
"90",0.9,1,0.145833333333333,1,FALSE
"91",0.91,1,0.138888888888889,1,FALSE
"92",0.92,1,0.0972222222222222,1,FALSE
"93",0.93,1,0.0763888888888889,1,FALSE
"94",0.94,1,0.0486111111111111,1,FALSE
"95",0.95,1,0.0416666666666667,1,FALSE
"96",0.96,1,0.0208333333333333,1,FALSE
"97",0.97,1,0.0208333333333333,1,FALSE
"98",0.98,1,0,NA,FALSE
"99",0.99,1,0,NA,FALSE
"100",1,1,0,NA,FALSE
Confusion Matrix and Statistics

          Reference
Prediction TRUE FALSE
     TRUE   137    61
     FALSE    7   286
                                          
               Accuracy : 0.8615          
                 95% CI : (0.8278, 0.8908)
    No Information Rate : 0.7067          
    P-Value [Acc > NIR] : 5.026e-16       
                                          
                  Kappa : 0.6989          
                                          
 Mcnemar's Test P-Value : 1.300e-10       
                                          
            Sensitivity : 0.9514          
            Specificity : 0.8242          
         Pos Pred Value : 0.6919          
         Neg Pred Value : 0.9761          
             Prevalence : 0.2933          
         Detection Rate : 0.2790          
   Detection Prevalence : 0.4033          
      Balanced Accuracy : 0.8878          
                                          
       'Positive' Class : TRUE            
                                          
